_id,ltable_id,rtable_id,ltable_Brand,ltable_Type,ltable_Chipset,ltable_Screen_Dimension,rtable_Brand,rtable_Type,rtable_Chipset,rtable_Screen_Dimension
96,95,94,Nokia,"Nokia 8.1 (Blue, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 710,6.18 inch,Nokia,8.1 (Nokia X7),Qualcomm SDM710 Snapdragon 710 (10 nm),"6.18 inches, 95.3 cm (~81.2% screen-to-body ratio)"
97,89,95,Nokia,"Nokia 3.1 Plus (Baltic, 3GB RAM, 32GB Storage)",Mediatek MT6762,15.24 centimeters (6-inch),Nokia,6.1 Plus (Nokia X6),Qualcomm SDM636 Snapdragon 636 (14 nm),"5.8 inches, 85.1 cm (~81.5% screen-to-body ratio)"
98,93,95,Nokia,"Nokia 6.1 (Blue-Gold, 4GB RAM, 64GB Storage)",qualcomm snapdragon 630,13.9 centimeters (5.5-inch),Nokia,6.1 Plus (Nokia X6),Qualcomm SDM636 Snapdragon 636 (14 nm),"5.8 inches, 85.1 cm (~81.5% screen-to-body ratio)"
99,94,95,Nokia,"Nokia 6.1 Plus (Black, 6GB RAM, 64GB Storage)",Qualcomm Snapdragon 636,14.73 cm (5.8 inch),Nokia,6.1 Plus (Nokia X6),Qualcomm SDM636 Snapdragon 636 (14 nm),"5.8 inches, 85.1 cm (~81.5% screen-to-body ratio)"
100,97,98,OnePlus,"OnePlus 7 Pro (Almond, 8GB RAM, 256GB Storage)",Snapdragon 855,16.9 centimeters (6.67-inch),OnePlus,7 Pro,Qualcomm SM8150 Snapdragon 855 (7 nm),"6.67 inches, 108.8 cm2 (~88.1% screen-to-body ratio)"
101,126,98,Xiaomi,"Redmi Note 7 Pro (Nebula Red, 128GB, 6GB RAM)",Qualcomm Snapdragon 675,16.0 cm (6.3 inch),OnePlus,7 Pro,Qualcomm SM8150 Snapdragon 855 (7 nm),"6.67 inches, 108.8 cm2 (~88.1% screen-to-body ratio)"
102,105,105,Oppo,"OPPO F11 Pro (Aurora Green, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",MediaTek Helio P70,16.58 centimeters (6.5-inch),Oppo,F11 Pro,Mediatek Helio P70 (12nm),"6.53 inches, 103.6 cm (~84.4% screen-to-body ratio)"
103,108,108,Panasonic,"Panasonic Eluga I3 Mega (Gold, 16GB)",Mediatek MTK6735,13.97 centimeters (5.5-inch),Panasonic,Eluga I3 Mega,Mediatek MT6735 (28 nm),"5.5 inches, 83.4 cm (~70.1% screen-to-body ratio)"
104,110,109,Panasonic,"Panasonic Eluga Ray 530 (Black, 32GB)",MT6739WA,14.47 centimeters (5.7-inch),Panasonic,Eluga Ray 530,Mediatek MT6739WA,"5.7 inches, 83.8 cm (~76.2% screen-to-body ratio)"
105,109,110,Panasonic,Panasonic Eluga I9 EB-90S50EY9N (Space Grey),Mediatek MT6737 ,12.7 centimeters (5-inch),Panasonic,Eluga I9,Mediatek MT6737 (28 nm),"5.0 inches, 68.9 cm (~68.6% screen-to-body ratio)"
106,111,111,Panasonic,"Panasonic Eluga X1 Pro (Grey, 6GB RAM, 128GB Storage)",MediaTek Helio P60 ,15.697 centimeters (6.18-inch),Panasonic,Eluga X1 Pro,Mediatek MT6771 Helio P60 (12 nm),"6.18 inches, 96.2 cm (~82.2% screen-to-body ratio)"
107,112,113,Panasonic,"Panasonic P85 NXT (Black, 2GB RAM, 16GB Storage)",Snapdragon 210,12.7 centimeters (5-inch),Panasonic,P85 Nxt,Qualcomm MSM8909 Snapdragon 210 (28 nm),"5.0 inches, 68.9 cm (~68.7% screen-to-body ratio)"
108,115,116,Realmi,"Realme 2 Pro (Black Sea, 8GB RAM, 128GB Storage)",Qualcomm Snapdragon 660,16.002 centimeters (6.3-inch) ,Realmi,2 Pro,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~84.0% screen-to-body ratio)"
109,117,117,Realmi,Realme 3 pro 6Gb 128Gb (Purple),Qualcomm Snapdragon 710,16.0 centimeters (6.3-inch),Realmi,3 Pro,Qualcomm SDM710 Snapdragon 710 (10 nm),"6.3 inches, 97.4 cm (~83.7% screen-to-body ratio)"
110,68,120,Xiaomi,"Mi A2 (Black, 6GB RAM, 128GB Storage)",Qualcomm Snapdragon 660 octa core processor,5.99-inch,Xiaomi,Mi A2 Lite (Redmi 6 Pro),Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.84 inches, 85.1 cm (~79.5% screen-to-body ratio)"
111,70,120,Xiaomi,"Mi Redmi 4 (Gold, 64GB)",Qualcomm MSM8940 quad core processor,5-inch,Xiaomi,Mi A2 Lite (Redmi 6 Pro),Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.84 inches, 85.1 cm (~79.5% screen-to-body ratio)"
112,71,120,Xiaomi,"Mi Redmi 5 (Blue, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 450 octa-core processor,5.7-inch,Xiaomi,Mi A2 Lite (Redmi 6 Pro),Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.84 inches, 85.1 cm (~79.5% screen-to-body ratio)"
113,72,120,Xiaomi,"Mi Redmi 6 (Black, 3Gb+64Gb)",Mediatek MTK6762 quad core processor,5.45 Inch,Xiaomi,Mi A2 Lite (Redmi 6 Pro),Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.84 inches, 85.1 cm (~79.5% screen-to-body ratio)"
114,73,120,Xiaomi,"Mi Redmi 6A (Black, 2GB RAM, 32GB Storage)",Mediatek MTK6761 quad core processor,5.45-inch,Xiaomi,Mi A2 Lite (Redmi 6 Pro),Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.84 inches, 85.1 cm (~79.5% screen-to-body ratio)"
115,74,120,Xiaomi,"MI Redmi Note 5 (3 GB RAM, 32 GB, Gold)",Snapdragon 625 processor,15.2 cm (5.99),Xiaomi,Mi A2 Lite (Redmi 6 Pro),Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.84 inches, 85.1 cm (~79.5% screen-to-body ratio)"
116,120,120,Xiaomi,"Redmi 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,"14.83 cm (5.84"")",Xiaomi,Mi A2 Lite (Redmi 6 Pro),Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.84 inches, 85.1 cm (~79.5% screen-to-body ratio)"
117,122,120,Xiaomi,"Redmi Mi Note 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 636,15.9004 centimeters (6.26-inch),Xiaomi,Mi A2 Lite (Redmi 6 Pro),Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.84 inches, 85.1 cm (~79.5% screen-to-body ratio)"
118,124,120,Xiaomi,"Redmi Note 5 Pro (Blue, 6GB RAM, 64GB Storage)",Qualcomm snapdragon 636,"15.91 cm (5.99"")",Xiaomi,Mi A2 Lite (Redmi 6 Pro),Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.84 inches, 85.1 cm (~79.5% screen-to-body ratio)"
119,126,120,Xiaomi,"Redmi Note 7 Pro (Nebula Red, 128GB, 6GB RAM)",Qualcomm Snapdragon 675,16.0 cm (6.3 inch),Xiaomi,Mi A2 Lite (Redmi 6 Pro),Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.84 inches, 85.1 cm (~79.5% screen-to-body ratio)"
120,72,121,Xiaomi,"Mi Redmi 6 (Black, 3Gb+64Gb)",Mediatek MTK6762 quad core processor,5.45 Inch,Xiaomi,Redmi 6 Note Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"6.26 inches, 97.8 cm (~81.1% screen-to-body ratio)"
121,74,121,Xiaomi,"MI Redmi Note 5 (3 GB RAM, 32 GB, Gold)",Snapdragon 625 processor,15.2 cm (5.99),Xiaomi,Redmi 6 Note Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"6.26 inches, 97.8 cm (~81.1% screen-to-body ratio)"
122,120,121,Xiaomi,"Redmi 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,"14.83 cm (5.84"")",Xiaomi,Redmi 6 Note Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"6.26 inches, 97.8 cm (~81.1% screen-to-body ratio)"
123,122,121,Xiaomi,"Redmi Mi Note 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 636,15.9004 centimeters (6.26-inch),Xiaomi,Redmi 6 Note Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"6.26 inches, 97.8 cm (~81.1% screen-to-body ratio)"
124,123,121,Xiaomi,"Redmi Note 4 (Grey, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,13.9 centimeters (5.5-inch),Xiaomi,Redmi 6 Note Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"6.26 inches, 97.8 cm (~81.1% screen-to-body ratio)"
125,124,121,Xiaomi,"Redmi Note 5 Pro (Blue, 6GB RAM, 64GB Storage)",Qualcomm snapdragon 636,"15.91 cm (5.99"")",Xiaomi,Redmi 6 Note Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"6.26 inches, 97.8 cm (~81.1% screen-to-body ratio)"
126,125,121,Xiaomi,"Redmi Note 7 (Onyx Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 660,16.002 centimeters (6.3-inch) ,Xiaomi,Redmi 6 Note Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"6.26 inches, 97.8 cm (~81.1% screen-to-body ratio)"
127,126,121,Xiaomi,"Redmi Note 7 Pro (Nebula Red, 128GB, 6GB RAM)",Qualcomm Snapdragon 675,16.0 cm (6.3 inch),Xiaomi,Redmi 6 Note Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"6.26 inches, 97.8 cm (~81.1% screen-to-body ratio)"
128,127,121,Xiaomi,"Redmi Note 7S (Onyx Black, 64GB, 4GB RAM)",Qualcomm Snapdragon 660,16-cm (6.3),Xiaomi,Redmi 6 Note Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"6.26 inches, 97.8 cm (~81.1% screen-to-body ratio)"
129,121,122,Xiaomi,"Redmi 7 (Comet Blue, 3GB RAM, 32GB Storage)",Qualcomm Snapdragon 632,15.90 cm (6.26-inch),Xiaomi,Redmi 7,Qualcomm SDM632 Snapdragon 632 (14 nm),"6.26 inches, 97.8 cm (~81.5% screen-to-body ratio)"
130,125,122,Xiaomi,"Redmi Note 7 (Onyx Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 660,16.002 centimeters (6.3-inch) ,Xiaomi,Redmi 7,Qualcomm SDM632 Snapdragon 632 (14 nm),"6.26 inches, 97.8 cm (~81.5% screen-to-body ratio)"
131,126,122,Xiaomi,"Redmi Note 7 Pro (Nebula Red, 128GB, 6GB RAM)",Qualcomm Snapdragon 675,16.0 cm (6.3 inch),Xiaomi,Redmi 7,Qualcomm SDM632 Snapdragon 632 (14 nm),"6.26 inches, 97.8 cm (~81.5% screen-to-body ratio)"
132,70,123,Xiaomi,"Mi Redmi 4 (Gold, 64GB)",Qualcomm MSM8940 quad core processor,5-inch,Xiaomi,Redmi Note 4,Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.5 inches, 83.4 cm (~72.7% screen-to-body ratio)"
133,74,123,Xiaomi,"MI Redmi Note 5 (3 GB RAM, 32 GB, Gold)",Snapdragon 625 processor,15.2 cm (5.99),Xiaomi,Redmi Note 4,Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.5 inches, 83.4 cm (~72.7% screen-to-body ratio)"
134,122,123,Xiaomi,"Redmi Mi Note 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 636,15.9004 centimeters (6.26-inch),Xiaomi,Redmi Note 4,Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.5 inches, 83.4 cm (~72.7% screen-to-body ratio)"
135,123,123,Xiaomi,"Redmi Note 4 (Grey, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,13.9 centimeters (5.5-inch),Xiaomi,Redmi Note 4,Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.5 inches, 83.4 cm (~72.7% screen-to-body ratio)"
136,124,123,Xiaomi,"Redmi Note 5 Pro (Blue, 6GB RAM, 64GB Storage)",Qualcomm snapdragon 636,"15.91 cm (5.99"")",Xiaomi,Redmi Note 4,Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.5 inches, 83.4 cm (~72.7% screen-to-body ratio)"
137,125,123,Xiaomi,"Redmi Note 7 (Onyx Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 660,16.002 centimeters (6.3-inch) ,Xiaomi,Redmi Note 4,Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.5 inches, 83.4 cm (~72.7% screen-to-body ratio)"
138,126,123,Xiaomi,"Redmi Note 7 Pro (Nebula Red, 128GB, 6GB RAM)",Qualcomm Snapdragon 675,16.0 cm (6.3 inch),Xiaomi,Redmi Note 4,Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.5 inches, 83.4 cm (~72.7% screen-to-body ratio)"
139,127,123,Xiaomi,"Redmi Note 7S (Onyx Black, 64GB, 4GB RAM)",Qualcomm Snapdragon 660,16-cm (6.3),Xiaomi,Redmi Note 4,Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.5 inches, 83.4 cm (~72.7% screen-to-body ratio)"
140,74,124,Xiaomi,"MI Redmi Note 5 (3 GB RAM, 32 GB, Gold)",Snapdragon 625 processor,15.2 cm (5.99),Xiaomi,Redmi Note 7,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
141,121,124,Xiaomi,"Redmi 7 (Comet Blue, 3GB RAM, 32GB Storage)",Qualcomm Snapdragon 632,15.90 cm (6.26-inch),Xiaomi,Redmi Note 7,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
142,122,124,Xiaomi,"Redmi Mi Note 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 636,15.9004 centimeters (6.26-inch),Xiaomi,Redmi Note 7,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
143,123,124,Xiaomi,"Redmi Note 4 (Grey, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,13.9 centimeters (5.5-inch),Xiaomi,Redmi Note 7,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
144,124,124,Xiaomi,"Redmi Note 5 Pro (Blue, 6GB RAM, 64GB Storage)",Qualcomm snapdragon 636,"15.91 cm (5.99"")",Xiaomi,Redmi Note 7,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
145,125,124,Xiaomi,"Redmi Note 7 (Onyx Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 660,16.002 centimeters (6.3-inch) ,Xiaomi,Redmi Note 7,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
146,126,124,Xiaomi,"Redmi Note 7 Pro (Nebula Red, 128GB, 6GB RAM)",Qualcomm Snapdragon 675,16.0 cm (6.3 inch),Xiaomi,Redmi Note 7,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
147,127,124,Xiaomi,"Redmi Note 7S (Onyx Black, 64GB, 4GB RAM)",Qualcomm Snapdragon 660,16-cm (6.3),Xiaomi,Redmi Note 7,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
148,71,125,Xiaomi,"Mi Redmi 5 (Blue, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 450 octa-core processor,5.7-inch,Xiaomi,Redmi Note 5 Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"5.99 inches, 92.6 cm (~77.4% screen-to-body ratio)"
149,74,125,Xiaomi,"MI Redmi Note 5 (3 GB RAM, 32 GB, Gold)",Snapdragon 625 processor,15.2 cm (5.99),Xiaomi,Redmi Note 5 Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"5.99 inches, 92.6 cm (~77.4% screen-to-body ratio)"
150,120,125,Xiaomi,"Redmi 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,"14.83 cm (5.84"")",Xiaomi,Redmi Note 5 Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"5.99 inches, 92.6 cm (~77.4% screen-to-body ratio)"
151,122,125,Xiaomi,"Redmi Mi Note 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 636,15.9004 centimeters (6.26-inch),Xiaomi,Redmi Note 5 Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"5.99 inches, 92.6 cm (~77.4% screen-to-body ratio)"
152,123,125,Xiaomi,"Redmi Note 4 (Grey, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,13.9 centimeters (5.5-inch),Xiaomi,Redmi Note 5 Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"5.99 inches, 92.6 cm (~77.4% screen-to-body ratio)"
153,124,125,Xiaomi,"Redmi Note 5 Pro (Blue, 6GB RAM, 64GB Storage)",Qualcomm snapdragon 636,"15.91 cm (5.99"")",Xiaomi,Redmi Note 5 Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"5.99 inches, 92.6 cm (~77.4% screen-to-body ratio)"
154,125,125,Xiaomi,"Redmi Note 7 (Onyx Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 660,16.002 centimeters (6.3-inch) ,Xiaomi,Redmi Note 5 Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"5.99 inches, 92.6 cm (~77.4% screen-to-body ratio)"
155,126,125,Xiaomi,"Redmi Note 7 Pro (Nebula Red, 128GB, 6GB RAM)",Qualcomm Snapdragon 675,16.0 cm (6.3 inch),Xiaomi,Redmi Note 5 Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"5.99 inches, 92.6 cm (~77.4% screen-to-body ratio)"
156,127,125,Xiaomi,"Redmi Note 7S (Onyx Black, 64GB, 4GB RAM)",Qualcomm Snapdragon 660,16-cm (6.3),Xiaomi,Redmi Note 5 Pro,Qualcomm SDM636 Snapdragon 636 (14 nm),"5.99 inches, 92.6 cm (~77.4% screen-to-body ratio)"
157,74,126,Xiaomi,"MI Redmi Note 5 (3 GB RAM, 32 GB, Gold)",Snapdragon 625 processor,15.2 cm (5.99),Xiaomi,Redmi Note 7 Pro,Qualcomm SDM675 Snapdragon 675 (11 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
158,97,126,OnePlus,"OnePlus 7 Pro (Almond, 8GB RAM, 256GB Storage)",Snapdragon 855,16.9 centimeters (6.67-inch),Xiaomi,Redmi Note 7 Pro,Qualcomm SDM675 Snapdragon 675 (11 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
159,120,126,Xiaomi,"Redmi 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,"14.83 cm (5.84"")",Xiaomi,Redmi Note 7 Pro,Qualcomm SDM675 Snapdragon 675 (11 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
160,121,126,Xiaomi,"Redmi 7 (Comet Blue, 3GB RAM, 32GB Storage)",Qualcomm Snapdragon 632,15.90 cm (6.26-inch),Xiaomi,Redmi Note 7 Pro,Qualcomm SDM675 Snapdragon 675 (11 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
161,122,126,Xiaomi,"Redmi Mi Note 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 636,15.9004 centimeters (6.26-inch),Xiaomi,Redmi Note 7 Pro,Qualcomm SDM675 Snapdragon 675 (11 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
162,123,126,Xiaomi,"Redmi Note 4 (Grey, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,13.9 centimeters (5.5-inch),Xiaomi,Redmi Note 7 Pro,Qualcomm SDM675 Snapdragon 675 (11 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
163,124,126,Xiaomi,"Redmi Note 5 Pro (Blue, 6GB RAM, 64GB Storage)",Qualcomm snapdragon 636,"15.91 cm (5.99"")",Xiaomi,Redmi Note 7 Pro,Qualcomm SDM675 Snapdragon 675 (11 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
164,125,126,Xiaomi,"Redmi Note 7 (Onyx Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 660,16.002 centimeters (6.3-inch) ,Xiaomi,Redmi Note 7 Pro,Qualcomm SDM675 Snapdragon 675 (11 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
165,126,126,Xiaomi,"Redmi Note 7 Pro (Nebula Red, 128GB, 6GB RAM)",Qualcomm Snapdragon 675,16.0 cm (6.3 inch),Xiaomi,Redmi Note 7 Pro,Qualcomm SDM675 Snapdragon 675 (11 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
166,127,126,Xiaomi,"Redmi Note 7S (Onyx Black, 64GB, 4GB RAM)",Qualcomm Snapdragon 660,16-cm (6.3),Xiaomi,Redmi Note 7 Pro,Qualcomm SDM675 Snapdragon 675 (11 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
167,74,127,Xiaomi,"MI Redmi Note 5 (3 GB RAM, 32 GB, Gold)",Snapdragon 625 processor,15.2 cm (5.99),Xiaomi,Redmi Y1 (Note 5A),Qualcomm MSM8940 Snapdragon 435 (28 nm),"5.5 inches, 83.4 cm (~71.5% screen-to-body ratio)"
168,122,127,Xiaomi,"Redmi Mi Note 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 636,15.9004 centimeters (6.26-inch),Xiaomi,Redmi Y1 (Note 5A),Qualcomm MSM8940 Snapdragon 435 (28 nm),"5.5 inches, 83.4 cm (~71.5% screen-to-body ratio)"
169,123,127,Xiaomi,"Redmi Note 4 (Grey, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,13.9 centimeters (5.5-inch),Xiaomi,Redmi Y1 (Note 5A),Qualcomm MSM8940 Snapdragon 435 (28 nm),"5.5 inches, 83.4 cm (~71.5% screen-to-body ratio)"
170,124,127,Xiaomi,"Redmi Note 5 Pro (Blue, 6GB RAM, 64GB Storage)",Qualcomm snapdragon 636,"15.91 cm (5.99"")",Xiaomi,Redmi Y1 (Note 5A),Qualcomm MSM8940 Snapdragon 435 (28 nm),"5.5 inches, 83.4 cm (~71.5% screen-to-body ratio)"
171,125,127,Xiaomi,"Redmi Note 7 (Onyx Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 660,16.002 centimeters (6.3-inch) ,Xiaomi,Redmi Y1 (Note 5A),Qualcomm MSM8940 Snapdragon 435 (28 nm),"5.5 inches, 83.4 cm (~71.5% screen-to-body ratio)"
172,126,127,Xiaomi,"Redmi Note 7 Pro (Nebula Red, 128GB, 6GB RAM)",Qualcomm Snapdragon 675,16.0 cm (6.3 inch),Xiaomi,Redmi Y1 (Note 5A),Qualcomm MSM8940 Snapdragon 435 (28 nm),"5.5 inches, 83.4 cm (~71.5% screen-to-body ratio)"
173,127,127,Xiaomi,"Redmi Note 7S (Onyx Black, 64GB, 4GB RAM)",Qualcomm Snapdragon 660,16-cm (6.3),Xiaomi,Redmi Y1 (Note 5A),Qualcomm MSM8940 Snapdragon 435 (28 nm),"5.5 inches, 83.4 cm (~71.5% screen-to-body ratio)"
174,128,127,Xiaomi,"Redmi Y1 (Gold, 3GB RAM, 32GB Storage)",Snapdragon 435,13.97 centimeters (5.5-inch) ,Xiaomi,Redmi Y1 (Note 5A),Qualcomm MSM8940 Snapdragon 435 (28 nm),"5.5 inches, 83.4 cm (~71.5% screen-to-body ratio)"
175,74,128,Xiaomi,"MI Redmi Note 5 (3 GB RAM, 32 GB, Gold)",Snapdragon 625 processor,15.2 cm (5.99),Xiaomi,Redmi Note 7S,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
176,122,128,Xiaomi,"Redmi Mi Note 6 Pro (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 636,15.9004 centimeters (6.26-inch),Xiaomi,Redmi Note 7S,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
177,123,128,Xiaomi,"Redmi Note 4 (Grey, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,13.9 centimeters (5.5-inch),Xiaomi,Redmi Note 7S,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
178,124,128,Xiaomi,"Redmi Note 5 Pro (Blue, 6GB RAM, 64GB Storage)",Qualcomm snapdragon 636,"15.91 cm (5.99"")",Xiaomi,Redmi Note 7S,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
179,125,128,Xiaomi,"Redmi Note 7 (Onyx Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 660,16.002 centimeters (6.3-inch) ,Xiaomi,Redmi Note 7S,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
180,126,128,Xiaomi,"Redmi Note 7 Pro (Nebula Red, 128GB, 6GB RAM)",Qualcomm Snapdragon 675,16.0 cm (6.3 inch),Xiaomi,Redmi Note 7S,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
181,127,128,Xiaomi,"Redmi Note 7S (Onyx Black, 64GB, 4GB RAM)",Qualcomm Snapdragon 660,16-cm (6.3),Xiaomi,Redmi Note 7S,Qualcomm SDM660 Snapdragon 660 (14 nm),"6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)"
182,129,129,Xiaomi,"Redmi Y2 (Black, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 625,15.21 centimeters (5.99-inch),Xiaomi,Redmi S2 (Redmi Y2),Qualcomm MSM8953 Snapdragon 625 (14 nm),"5.99 inches, 92.6 cm (~74.5% screen-to-body ratio)"
183,131,130,Vivo,"Vivo V11 Pro (Starry Night Black, 6GB RAM, 64GB Storage)",Qualcomm Snapdragon 660,16.29 centimetres (6.41-inch) ,Vivo,V11 (V11 Pro),Qualcomm SDM660 Snapdragon 660 (14 nm),"6.41 inches, 100.9 cm (~85.2% screen-to-body ratio)"
184,130,131,Xiaomi,"Redmi Y3 (Bold Red, 4GB RAM, 64GB Storage)",Qualcomm Snapdragon 632,15.90 cm (6.26-inch) ,Xiaomi,Redmi Y3,Qualcomm SDM632 Snapdragon 632 (14 nm),"6.26 inches, 97.8 cm (~81.5% screen-to-body ratio)"
185,133,134,Vivo,"Vivo V15 Pro (Ruby Red, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",Qualcomm Snapdragon 675,16.23 centimeters (6.39-inch),Vivo,V15 Pro,Qualcomm SDM675 Snapdragon 675 (11 nm),"6.39 inches, 98.9 cm (~84.2% screen-to-body ratio)"
186,136,137,Vivo,Vivo V9 Youth (Black) Without Offer,Qualcomm Snapdragon 450,16.002 centimeters (6.3-inch),Vivo,V9 Youth,Qualcomm SDM450 Snapdragon 450 (14 nm),"6.3 inches, 99.1 cm (~85.2% screen-to-body ratio)"
